tile_file,source_file,source_type,dpi,source_width,source_height,x1,y1,x2,y2,tile_size,ink_ratio,edge_ratio
FAB-C-3020-175-6400_W3-C171246401-00_tile_r00_c04.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,3840,0,5120,1280,1280,0.00165,0.000836
FAB-C-3020-175-6400_W3-C171246401-00_tile_r00_c05.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,4800,0,6080,1280,1280,0.008708,0.005563
FAB-C-3020-175-6400_W3-C171246401-00_tile_r00_c06.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,5736,0,7016,1280,1280,0.010329,0.006196
FAB-C-3020-175-6400_W3-C171246401-00_tile_r01_c00.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,0,960,1280,2240,1280,0.01434,0.009173
FAB-C-3020-175-6400_W3-C171246401-00_tile_r01_c01.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,960,960,2240,2240,1280,0.022158,0.011661
FAB-C-3020-175-6400_W3-C171246401-00_tile_r01_c02.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,1920,960,3200,2240,1280,0.017961,0.010912
FAB-C-3020-175-6400_W3-C171246401-00_tile_r01_c03.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,2880,960,4160,2240,1280,0.013115,0.010779
FAB-C-3020-175-6400_W3-C171246401-00_tile_r01_c04.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,3840,960,5120,2240,1280,0.006299,0.004915
FAB-C-3020-175-6400_W3-C171246401-00_tile_r01_c05.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,4800,960,6080,2240,1280,0.014504,0.011802
FAB-C-3020-175-6400_W3-C171246401-00_tile_r01_c06.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,5736,960,7016,2240,1280,0.010295,0.006439
FAB-C-3020-175-6400_W3-C171246401-00_tile_r02_c00.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,0,1920,1280,3200,1280,0.020432,0.012976
FAB-C-3020-175-6400_W3-C171246401-00_tile_r02_c01.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,960,1920,2240,3200,1280,0.02674,0.015349
FAB-C-3020-175-6400_W3-C171246401-00_tile_r02_c02.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,1920,1920,3200,3200,1280,0.03251,0.020587
FAB-C-3020-175-6400_W3-C171246401-00_tile_r02_c03.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,2880,1920,4160,3200,1280,0.025469,0.021176
FAB-C-3020-175-6400_W3-C171246401-00_tile_r02_c04.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,3840,1920,5120,3200,1280,0.01752,0.014106
FAB-C-3020-175-6400_W3-C171246401-00_tile_r02_c05.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,4800,1920,6080,3200,1280,0.038521,0.027956
FAB-C-3020-175-6400_W3-C171246401-00_tile_r02_c06.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,5736,1920,7016,3200,1280,0.008535,0.005428
FAB-C-3020-175-6400_W3-C171246401-00_tile_r03_c00.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,0,2880,1280,4160,1280,0.021405,0.013455
FAB-C-3020-175-6400_W3-C171246401-00_tile_r03_c01.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,960,2880,2240,4160,1280,0.001927,0.001085
FAB-C-3020-175-6400_W3-C171246401-00_tile_r03_c02.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,1920,2880,3200,4160,1280,0.015341,0.008698
FAB-C-3020-175-6400_W3-C171246401-00_tile_r03_c03.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,2880,2880,4160,4160,1280,0.049231,0.020082
FAB-C-3020-175-6400_W3-C171246401-00_tile_r03_c04.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,3840,2880,5120,4160,1280,0.054174,0.024804
FAB-C-3020-175-6400_W3-C171246401-00_tile_r03_c05.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,4800,2880,6080,4160,1280,0.042699,0.031484
FAB-C-3020-175-6400_W3-C171246401-00_tile_r03_c06.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,5736,2880,7016,4160,1280,0.02295,0.017062
FAB-C-3020-175-6400_W3-C171246401-00_tile_r04_c00.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,0,3681,1280,4961,1280,0.047495,0.029832
FAB-C-3020-175-6400_W3-C171246401-00_tile_r04_c01.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,960,3681,2240,4961,1280,0.01869,0.011373
FAB-C-3020-175-6400_W3-C171246401-00_tile_r04_c02.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,1920,3681,3200,4961,1280,0.020248,0.010375
FAB-C-3020-175-6400_W3-C171246401-00_tile_r04_c03.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,2880,3681,4160,4961,1280,0.073472,0.028311
FAB-C-3020-175-6400_W3-C171246401-00_tile_r04_c04.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,3840,3681,5120,4961,1280,0.07777,0.042518
FAB-C-3020-175-6400_W3-C171246401-00_tile_r04_c05.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,4800,3681,6080,4961,1280,0.048605,0.033885
FAB-C-3020-175-6400_W3-C171246401-00_tile_r04_c06.png,FAB-C-3020-175-6400 W3-C171246401-00.pdf,pdf,300,7016,4961,5736,3681,7016,4961,1280,0.044768,0.027766
FAB-C-3060-010-9100_W3-C100807301-00_tile_r00_c00.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,0,0,1280,1280,1280,0.012629,0.008944
FAB-C-3060-010-9100_W3-C100807301-00_tile_r00_c01.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,960,0,2240,1280,1280,0.026055,0.018576
FAB-C-3060-010-9100_W3-C100807301-00_tile_r00_c02.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,1920,0,3200,1280,1280,0.019064,0.013121
FAB-C-3060-010-9100_W3-C100807301-00_tile_r00_c03.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,2880,0,4160,1280,1280,0.008276,0.00569
FAB-C-3060-010-9100_W3-C100807301-00_tile_r00_c04.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,3840,0,5120,1280,1280,0.002477,0.001627
FAB-C-3060-010-9100_W3-C100807301-00_tile_r00_c05.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,4800,0,6080,1280,1280,0.023004,0.01243
FAB-C-3060-010-9100_W3-C100807301-00_tile_r00_c06.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,5736,0,7016,1280,1280,0.025461,0.013535
FAB-C-3060-010-9100_W3-C100807301-00_tile_r01_c00.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,0,960,1280,2240,1280,0.008508,0.007194
FAB-C-3060-010-9100_W3-C100807301-00_tile_r01_c01.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,960,960,2240,2240,1280,0.025333,0.022024
FAB-C-3060-010-9100_W3-C100807301-00_tile_r01_c02.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,1920,960,3200,2240,1280,0.021251,0.017729
FAB-C-3060-010-9100_W3-C100807301-00_tile_r01_c03.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,2880,960,4160,2240,1280,0.010709,0.007646
FAB-C-3060-010-9100_W3-C100807301-00_tile_r01_c04.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,3840,960,5120,2240,1280,0.013875,0.010556
FAB-C-3060-010-9100_W3-C100807301-00_tile_r01_c05.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,4800,960,6080,2240,1280,0.016387,0.013336
FAB-C-3060-010-9100_W3-C100807301-00_tile_r01_c06.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,5736,960,7016,2240,1280,0.020032,0.012991
FAB-C-3060-010-9100_W3-C100807301-00_tile_r02_c00.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,0,1920,1280,3200,1280,0.019736,0.012618
FAB-C-3060-010-9100_W3-C100807301-00_tile_r02_c01.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,960,1920,2240,3200,1280,0.032507,0.023499
FAB-C-3060-010-9100_W3-C100807301-00_tile_r02_c02.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,1920,1920,3200,3200,1280,0.032288,0.023049
FAB-C-3060-010-9100_W3-C100807301-00_tile_r02_c03.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,2880,1920,4160,3200,1280,0.025959,0.019262
FAB-C-3060-010-9100_W3-C100807301-00_tile_r02_c04.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,3840,1920,5120,3200,1280,0.040268,0.029442
FAB-C-3060-010-9100_W3-C100807301-00_tile_r02_c05.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,4800,1920,6080,3200,1280,0.044302,0.029604
FAB-C-3060-010-9100_W3-C100807301-00_tile_r02_c06.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,5736,1920,7016,3200,1280,0.028203,0.018954
FAB-C-3060-010-9100_W3-C100807301-00_tile_r03_c00.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,0,2880,1280,4160,1280,0.036204,0.021786
FAB-C-3060-010-9100_W3-C100807301-00_tile_r03_c01.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,960,2880,2240,4160,1280,0.032526,0.024146
FAB-C-3060-010-9100_W3-C100807301-00_tile_r03_c02.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,1920,2880,3200,4160,1280,0.030596,0.021927
FAB-C-3060-010-9100_W3-C100807301-00_tile_r03_c03.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,2880,2880,4160,4160,1280,0.0244,0.019393
FAB-C-3060-010-9100_W3-C100807301-00_tile_r03_c04.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,3840,2880,5120,4160,1280,0.031808,0.022142
FAB-C-3060-010-9100_W3-C100807301-00_tile_r03_c05.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,4800,2880,6080,4160,1280,0.046718,0.028747
FAB-C-3060-010-9100_W3-C100807301-00_tile_r03_c06.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,5736,2880,7016,4160,1280,0.035076,0.020646
FAB-C-3060-010-9100_W3-C100807301-00_tile_r04_c00.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,0,3681,1280,4961,1280,0.070974,0.039136
FAB-C-3060-010-9100_W3-C100807301-00_tile_r04_c01.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,960,3681,2240,4961,1280,0.047938,0.027571
FAB-C-3060-010-9100_W3-C100807301-00_tile_r04_c02.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,1920,3681,3200,4961,1280,0.040596,0.024222
FAB-C-3060-010-9100_W3-C100807301-00_tile_r04_c03.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,2880,3681,4160,4961,1280,0.0234,0.019751
FAB-C-3060-010-9100_W3-C100807301-00_tile_r04_c04.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,3840,3681,5120,4961,1280,0.033892,0.023997
FAB-C-3060-010-9100_W3-C100807301-00_tile_r04_c05.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,4800,3681,6080,4961,1280,0.063533,0.035953
FAB-C-3060-010-9100_W3-C100807301-00_tile_r04_c06.png,FAB-C-3060-010-9100 W3-C100807301-00.pdf,pdf,300,7016,4961,5736,3681,7016,4961,1280,0.06087,0.031126
W3-C081236901-00_tile_r00_c00.png,W3-C081236901-00.pdf,pdf,300,4963,3509,0,0,1280,1280,1280,0.006085,0.003727
W3-C081236901-00_tile_r00_c01.png,W3-C081236901-00.pdf,pdf,300,4963,3509,960,0,2240,1280,1280,0.013442,0.010118
W3-C081236901-00_tile_r00_c02.png,W3-C081236901-00.pdf,pdf,300,4963,3509,1920,0,3200,1280,1280,0.002791,0.001471
W3-C081236901-00_tile_r00_c03.png,W3-C081236901-00.pdf,pdf,300,4963,3509,2880,0,4160,1280,1280,0.009051,0.00586
W3-C081236901-00_tile_r00_c04.png,W3-C081236901-00.pdf,pdf,300,4963,3509,3683,0,4963,1280,1280,0.011487,0.007374
W3-C081236901-00_tile_r01_c00.png,W3-C081236901-00.pdf,pdf,300,4963,3509,0,960,1280,2240,1280,0.013215,0.008433
W3-C081236901-00_tile_r01_c01.png,W3-C081236901-00.pdf,pdf,300,4963,3509,960,960,2240,2240,1280,0.022969,0.017798
W3-C081236901-00_tile_r01_c02.png,W3-C081236901-00.pdf,pdf,300,4963,3509,1920,960,3200,2240,1280,0.005159,0.003305
W3-C081236901-00_tile_r01_c03.png,W3-C081236901-00.pdf,pdf,300,4963,3509,2880,960,4160,2240,1280,0.01067,0.007259
W3-C081236901-00_tile_r01_c04.png,W3-C081236901-00.pdf,pdf,300,4963,3509,3683,960,4963,2240,1280,0.012166,0.008066
W3-C081236901-00_tile_r02_c00.png,W3-C081236901-00.pdf,pdf,300,4963,3509,0,1920,1280,3200,1280,0.036,0.025115
W3-C081236901-00_tile_r02_c01.png,W3-C081236901-00.pdf,pdf,300,4963,3509,960,1920,2240,3200,1280,0.020577,0.014745
W3-C081236901-00_tile_r02_c02.png,W3-C081236901-00.pdf,pdf,300,4963,3509,1920,1920,3200,3200,1280,0.020032,0.012863
W3-C081236901-00_tile_r02_c03.png,W3-C081236901-00.pdf,pdf,300,4963,3509,2880,1920,4160,3200,1280,0.046423,0.030934
W3-C081236901-00_tile_r02_c04.png,W3-C081236901-00.pdf,pdf,300,4963,3509,3683,1920,4963,3200,1280,0.038872,0.024984
W3-C081236901-00_tile_r03_c00.png,W3-C081236901-00.pdf,pdf,300,4963,3509,0,2229,1280,3509,1280,0.039072,0.027293
W3-C081236901-00_tile_r03_c01.png,W3-C081236901-00.pdf,pdf,300,4963,3509,960,2229,2240,3509,1280,0.021065,0.013553
W3-C081236901-00_tile_r03_c02.png,W3-C081236901-00.pdf,pdf,300,4963,3509,1920,2229,3200,3509,1280,0.025537,0.016183
W3-C081236901-00_tile_r03_c03.png,W3-C081236901-00.pdf,pdf,300,4963,3509,2880,2229,4160,3509,1280,0.042333,0.028255
W3-C081236901-00_tile_r03_c04.png,W3-C081236901-00.pdf,pdf,300,4963,3509,3683,2229,4963,3509,1280,0.033167,0.020984
W3-C081508901-00_tile_r00_c00.png,W3-C081508901-00.pdf,pdf,300,4963,3509,0,0,1280,1280,1280,0.006302,0.004318
W3-C081508901-00_tile_r00_c01.png,W3-C081508901-00.pdf,pdf,300,4963,3509,960,0,2240,1280,1280,0.014834,0.011262
W3-C081508901-00_tile_r00_c02.png,W3-C081508901-00.pdf,pdf,300,4963,3509,1920,0,3200,1280,1280,0.009832,0.006314
W3-C081508901-00_tile_r00_c03.png,W3-C081508901-00.pdf,pdf,300,4963,3509,2880,0,4160,1280,1280,0.010868,0.007179
W3-C081508901-00_tile_r00_c04.png,W3-C081508901-00.pdf,pdf,300,4963,3509,3683,0,4963,1280,1280,0.012713,0.008127
W3-C081508901-00_tile_r01_c00.png,W3-C081508901-00.pdf,pdf,300,4963,3509,0,960,1280,2240,1280,0.019611,0.013908
W3-C081508901-00_tile_r01_c01.png,W3-C081508901-00.pdf,pdf,300,4963,3509,960,960,2240,2240,1280,0.029355,0.022098
W3-C081508901-00_tile_r01_c02.png,W3-C081508901-00.pdf,pdf,300,4963,3509,1920,960,3200,2240,1280,0.017341,0.011933
W3-C081508901-00_tile_r01_c03.png,W3-C081508901-00.pdf,pdf,300,4963,3509,2880,960,4160,2240,1280,0.012273,0.008077
W3-C081508901-00_tile_r01_c04.png,W3-C081508901-00.pdf,pdf,300,4963,3509,3683,960,4963,2240,1280,0.013872,0.009376
W3-C081508901-00_tile_r02_c00.png,W3-C081508901-00.pdf,pdf,300,4963,3509,0,1920,1280,3200,1280,0.035552,0.025245
W3-C081508901-00_tile_r02_c01.png,W3-C081508901-00.pdf,pdf,300,4963,3509,960,1920,2240,3200,1280,0.018019,0.01274
W3-C081508901-00_tile_r02_c02.png,W3-C081508901-00.pdf,pdf,300,4963,3509,1920,1920,3200,3200,1280,0.022763,0.015414
W3-C081508901-00_tile_r02_c03.png,W3-C081508901-00.pdf,pdf,300,4963,3509,2880,1920,4160,3200,1280,0.045372,0.030582
W3-C081508901-00_tile_r02_c04.png,W3-C081508901-00.pdf,pdf,300,4963,3509,3683,1920,4963,3200,1280,0.040863,0.026488
W3-C081508901-00_tile_r03_c00.png,W3-C081508901-00.pdf,pdf,300,4963,3509,0,2229,1280,3509,1280,0.038923,0.027219
W3-C081508901-00_tile_r03_c01.png,W3-C081508901-00.pdf,pdf,300,4963,3509,960,2229,2240,3509,1280,0.019756,0.013011
W3-C081508901-00_tile_r03_c02.png,W3-C081508901-00.pdf,pdf,300,4963,3509,1920,2229,3200,3509,1280,0.025464,0.016761
W3-C081508901-00_tile_r03_c03.png,W3-C081508901-00.pdf,pdf,300,4963,3509,2880,2229,4160,3509,1280,0.043569,0.029315
W3-C081508901-00_tile_r03_c04.png,W3-C081508901-00.pdf,pdf,300,4963,3509,3683,2229,4963,3509,1280,0.033748,0.02139
W3-C081779801-00_tile_r00_c00.png,W3-C081779801-00.pdf,pdf,300,3508,2481,0,0,1280,1280,1280,0.013011,0.014662
W3-C081779801-00_tile_r00_c01.png,W3-C081779801-00.pdf,pdf,300,3508,2481,960,0,2240,1280,1280,0.024663,0.031095
W3-C081779801-00_tile_r00_c02.png,W3-C081779801-00.pdf,pdf,300,3508,2481,1920,0,3200,1280,1280,0.021234,0.022903
W3-C081779801-00_tile_r00_c03.png,W3-C081779801-00.pdf,pdf,300,3508,2481,2228,0,3508,1280,1280,0.016104,0.016838
W3-C081779801-00_tile_r01_c00.png,W3-C081779801-00.pdf,pdf,300,3508,2481,0,960,1280,2240,1280,0.019851,0.017612
W3-C081779801-00_tile_r01_c01.png,W3-C081779801-00.pdf,pdf,300,3508,2481,960,960,2240,2240,1280,0.01598,0.015514
W3-C081779801-00_tile_r01_c02.png,W3-C081779801-00.pdf,pdf,300,3508,2481,1920,960,3200,2240,1280,0.027333,0.029304
W3-C081779801-00_tile_r01_c03.png,W3-C081779801-00.pdf,pdf,300,3508,2481,2228,960,3508,2240,1280,0.029944,0.032878
W3-C081779801-00_tile_r02_c00.png,W3-C081779801-00.pdf,pdf,300,3508,2481,0,1201,1280,2481,1280,0.027401,0.026256
W3-C081779801-00_tile_r02_c01.png,W3-C081779801-00.pdf,pdf,300,3508,2481,960,1201,2240,2481,1280,0.012896,0.012089
W3-C081779801-00_tile_r02_c02.png,W3-C081779801-00.pdf,pdf,300,3508,2481,1920,1201,3200,2481,1280,0.028547,0.030486
W3-C081779801-00_tile_r02_c03.png,W3-C081779801-00.pdf,pdf,300,3508,2481,2228,1201,3508,2481,1280,0.033229,0.036198
W3-C090489701-1A_tile_r00_c00.png,W3-C090489701-1A.pdf,pdf,300,3508,2481,0,0,1280,1280,1280,0.014092,0.013757
W3-C090489701-1A_tile_r00_c01.png,W3-C090489701-1A.pdf,pdf,300,3508,2481,960,0,2240,1280,1280,0.01426,0.014354
W3-C090489701-1A_tile_r00_c02.png,W3-C090489701-1A.pdf,pdf,300,3508,2481,1920,0,3200,1280,1280,0.016528,0.012584
W3-C090489701-1A_tile_r00_c03.png,W3-C090489701-1A.pdf,pdf,300,3508,2481,2228,0,3508,1280,1280,0.015211,0.01087
W3-C090489701-1A_tile_r01_c00.png,W3-C090489701-1A.pdf,pdf,300,3508,2481,0,960,1280,2240,1280,0.034592,0.032374
W3-C090489701-1A_tile_r01_c01.png,W3-C090489701-1A.pdf,pdf,300,3508,2481,960,960,2240,2240,1280,0.021722,0.024092
